,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,gameId,ban1,ban2,ban3,ban4,ban5
1,200,Fail,False,False,False,False,True,False,1,0,0,1,0,1,0,"[{'championId': 64, 'pickTurn': 6}, {'championId': 39, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 875, 'pickTurn': 10}]",4462223279,64,39,523,350,875
0,100,Fail,True,False,False,False,True,True,1,0,0,1,0,1,0,"[{'championId': 875, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4458134266,875,81,110,-1,429
1,200,Win,False,True,True,True,False,False,9,2,1,3,0,0,0,"[{'championId': 64, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 23, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 875, 'pickTurn': 10}]",4458134266,64,350,23,245,875
0,100,Fail,False,False,False,False,False,True,3,0,0,1,0,1,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 64, 'pickTurn': 2}, {'championId': 38, 'pickTurn': 3}, {'championId': 23, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4458056915,523,64,38,23,429
1,200,Win,True,True,True,True,True,False,9,1,1,2,0,1,0,"[{'championId': 7, 'pickTurn': 6}, {'championId': 43, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4458056915,7,43,350,76,-1
0,100,Win,True,True,False,False,True,True,3,0,0,2,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 429, 'pickTurn': 2}, {'championId': 58, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4457983971,110,429,58,350,523
1,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 134, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4457983971,134,76,81,523,350
0,100,Win,False,False,True,False,False,False,9,2,1,2,0,1,0,"[{'championId': 126, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 412, 'pickTurn': 3}, {'championId': 134, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4457769494,126,142,412,134,62
1,200,Fail,True,True,False,True,True,True,3,0,1,2,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 62, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4457769494,245,58,-1,62,81
0,100,Win,True,True,True,True,True,True,9,1,2,3,0,2,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 235, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4460669894,-1,142,-1,235,110
1,200,Fail,False,False,False,False,False,False,4,0,0,2,0,0,0,"[{'championId': 117, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': 105, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4460669894,117,60,105,-1,350
0,100,Fail,True,True,False,False,True,True,7,1,0,3,0,2,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 105, 'pickTurn': 5}]",4460676384,-1,24,-1,350,105
1,200,Win,False,False,True,True,False,False,11,4,2,2,0,0,0,"[{'championId': 43, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 429, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 117, 'pickTurn': 10}]",4460676384,43,58,429,30,117
0,100,Fail,True,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 246, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4461949655,350,62,245,246,-1
1,200,Win,False,True,False,False,True,False,4,0,0,2,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 78, 'pickTurn': 10}]",4461949655,81,350,76,4,78
0,100,Win,True,True,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 517, 'pickTurn': 1}, {'championId': 432, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 23, 'pickTurn': 4}, {'championId': 875, 'pickTurn': 5}]",4461370576,517,432,104,23,875
1,200,Fail,False,False,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': 266, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 80, 'pickTurn': 10}]",4461370576,266,76,-1,-1,80
0,100,Win,True,True,True,False,False,True,7,1,0,1,0,2,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4458142716,-1,62,350,-1,-1
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 33, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",4458142716,350,110,33,429,111
0,100,Win,False,True,False,False,True,True,5,0,0,2,0,2,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 429, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4458068147,110,350,429,7,-1
1,200,Fail,True,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 555, 'pickTurn': 6}, {'championId': 142, 'pickTurn': 7}, {'championId': 39, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4458068147,555,142,39,76,104
0,100,Win,False,False,False,True,False,True,3,0,1,1,0,1,0,"[{'championId': 35, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 222, 'pickTurn': 5}]",4458033453,35,62,-1,-1,222
1,200,Fail,True,True,False,False,True,False,3,0,0,2,0,1,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4458033453,62,110,104,7,76
0,100,Win,False,False,False,True,True,True,3,0,1,3,0,2,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 58, 'pickTurn': 3}, {'championId': 35, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4457987483,-1,62,58,35,76
1,200,Fail,True,True,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 122, 'pickTurn': 9}, {'championId': 60, 'pickTurn': 10}]",4457987483,-1,523,875,122,60
0,100,Fail,True,True,True,False,False,True,4,1,0,1,0,2,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4460792559,412,62,104,81,523
1,200,Win,False,False,False,True,True,False,8,1,1,3,0,0,0,"[{'championId': 421, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 246, 'pickTurn': 10}]",4460792559,421,104,523,429,246
0,100,Win,False,True,True,False,False,True,7,1,0,2,0,2,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 432, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 9, 'pickTurn': 5}]",4460477893,110,350,432,60,9
1,200,Fail,True,False,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 421, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 80, 'pickTurn': 10}]",4460477893,-1,523,421,-1,80
0,100,Fail,False,False,False,False,False,False,1,0,0,1,0,0,0,"[{'championId': 517, 'pickTurn': 1}, {'championId': 3, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 157, 'pickTurn': 5}]",4460642034,517,3,62,81,157
1,200,Win,True,True,True,True,True,True,7,1,1,3,0,2,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 126, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4460642034,245,350,523,126,-1
0,100,Win,False,False,False,False,False,True,7,0,0,0,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4458162250,350,62,110,142,104
1,200,Fail,True,True,False,False,True,False,1,0,0,2,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4458162250,350,60,62,-1,245
0,100,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 246, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 4, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4458017054,122,246,104,4,110
1,200,Win,False,True,True,False,True,True,7,1,0,3,0,2,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 60, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4458017054,81,30,60,429,58
0,100,Fail,False,False,False,False,True,True,4,0,0,1,0,2,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4457759820,62,-1,110,-1,523
1,200,Win,True,True,True,True,False,False,8,1,1,3,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 80, 'pickTurn': 9}, {'championId': 875, 'pickTurn': 10}]",4457759820,76,58,350,80,875
0,100,Win,True,True,False,False,False,True,3,0,0,1,0,1,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': 875, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 105, 'pickTurn': 4}, {'championId': 432, 'pickTurn': 5}]",4459034471,412,875,81,105,432
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 142, 'pickTurn': 7}, {'championId': 429, 'pickTurn': 8}, {'championId': 126, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",4459034471,76,142,429,126,7
0,100,Win,True,False,True,False,False,False,10,1,0,1,0,1,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 80, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}]",4458967724,134,80,110,-1,7
1,200,Fail,False,True,False,False,True,True,2,0,0,1,0,1,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4458967724,60,58,350,429,104
0,100,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 43, 'pickTurn': 2}, {'championId': 134, 'pickTurn': 3}, {'championId': 432, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4458173007,-1,43,134,432,142
1,200,Win,True,True,True,True,False,True,9,2,1,2,0,2,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 91, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4458173007,104,58,-1,91,245
0,100,Fail,False,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 11, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 44, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4457437129,350,11,157,44,523
1,200,Win,True,True,False,False,True,False,4,0,0,3,0,1,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 421, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4457437129,875,421,350,429,81
0,100,Win,True,True,True,True,True,True,8,1,1,3,0,2,0,"[{'championId': 7, 'pickTurn': 1}, {'championId': 412, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4462178240,7,412,-1,62,-1
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 23, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4462178240,23,81,64,350,76
0,100,Win,True,True,False,False,True,False,2,0,0,2,0,0,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 58, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4461758680,104,110,58,81,134
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 134, 'pickTurn': 7}, {'championId': 23, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 4, 'pickTurn': 10}]",4461758680,350,134,23,60,4
0,100,Win,True,True,False,False,True,False,5,0,0,3,0,0,0,"[{'championId': 432, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 157, 'pickTurn': 5}]",4459631677,432,142,81,62,157
1,200,Fail,False,False,False,False,False,True,2,0,0,0,0,2,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4459631677,142,58,62,110,-1
0,100,Win,True,True,False,False,True,True,4,0,0,2,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 126, 'pickTurn': 2}, {'championId': 432, 'pickTurn': 3}, {'championId': 246, 'pickTurn': 4}, {'championId': 80, 'pickTurn': 5}]",4462292957,350,126,432,246,80
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 523, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 48, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 105, 'pickTurn': 10}]",4462292957,523,245,48,104,105
0,100,Win,False,False,True,True,False,False,8,1,1,2,0,0,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4461961677,24,142,523,104,76
1,200,Fail,True,True,False,False,True,True,3,0,0,2,0,2,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': 432, 'pickTurn': 8}, {'championId': 53, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4461961677,350,60,432,53,110
0,100,Fail,True,True,True,True,True,True,5,1,1,4,0,1,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 246, 'pickTurn': 2}, {'championId': 412, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4456856747,24,246,412,110,81
1,200,Win,False,False,False,False,False,False,8,1,1,1,0,1,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 62, 'pickTurn': 10}]",4456856747,-1,60,-1,245,62
0,100,Win,True,True,True,False,False,True,9,1,0,1,0,1,0,"[{'championId': 875, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 60, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4457898229,875,81,60,142,76
1,200,Fail,False,False,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': 134, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4457898229,142,432,134,104,110
0,100,Win,True,True,True,False,True,True,9,1,0,1,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 134, 'pickTurn': 3}, {'championId': 38, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4462346496,110,62,134,38,-1
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 64, 'pickTurn': 10}]",4462346496,245,104,81,110,64
0,100,Fail,True,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4458148887,110,58,62,7,-1
1,200,Win,False,True,False,False,True,False,2,0,0,2,0,1,0,"[{'championId': 236, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 421, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4458148887,236,350,421,-1,142
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 235, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4458107165,142,235,104,350,-1
1,200,Win,True,True,False,False,True,True,4,0,0,1,0,1,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4458107165,76,110,-1,81,-1
0,100,Win,False,False,True,True,False,False,9,2,1,2,0,0,0,"[{'championId': 105, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 421, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 432, 'pickTurn': 5}]",4460285901,105,110,421,58,432
1,200,Fail,True,True,False,False,True,True,4,0,0,2,0,2,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 432, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4460285901,142,76,432,81,110
0,100,Win,True,True,True,True,True,True,9,1,1,3,0,2,0,"[{'championId': 38, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 60, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4460200301,38,76,60,104,134
1,200,Fail,False,False,False,False,False,False,3,0,0,0,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 4, 'pickTurn': 10}]",4460200301,81,245,62,134,4
0,100,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4461371235,80,523,76,-1,350
1,200,Win,False,True,False,False,True,True,3,0,0,2,0,1,0,"[{'championId': 86, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 62, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4461371235,86,350,81,62,104
0,100,Win,True,True,True,False,True,True,8,2,0,1,0,1,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 432, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 80, 'pickTurn': 4}, {'championId': 875, 'pickTurn': 5}]",4461202834,134,432,62,80,875
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 7, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 43, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4461202834,7,-1,875,43,-1
0,100,Fail,False,True,False,False,False,True,8,0,0,2,0,1,0,"[{'championId': 126, 'pickTurn': 1}, {'championId': 875, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4459397576,126,875,-1,-1,110
1,200,Win,True,False,True,True,True,False,9,1,1,1,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': 114, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 80, 'pickTurn': 10}]",4459397576,81,60,114,412,80
0,100,Fail,False,True,False,False,False,True,5,0,0,2,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 126, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 80, 'pickTurn': 5}]",4459340440,110,-1,126,523,80
1,200,Win,True,False,True,True,True,False,7,1,2,3,0,1,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",4459340440,429,81,523,134,7
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 412, 'pickTurn': 5}]",4459177300,104,81,62,-1,412
